timestamp,symbol,position,total_symbols,net_positions
2026-01-17T15:52:08.542470,AAPL,-790,4,-1183
2026-01-17T15:52:08.542470,GOOG,776,4,-1183
2026-01-17T15:52:08.542470,TSLA,-1489,4,-1183
2026-01-17T15:52:08.542470,MSFT,320,4,-1183
2026-01-17T15:52:09.550410,AAPL,-790,4,-1042
2026-01-17T15:52:09.550410,GOOG,776,4,-1042
2026-01-17T15:52:09.550410,TSLA,-1489,4,-1042
2026-01-17T15:52:09.550410,MSFT,461,4,-1042
2026-01-17T15:52:10.560373,AAPL,-450,4,-702
2026-01-17T15:52:10.560373,GOOG,776,4,-702
2026-01-17T15:52:10.560373,TSLA,-1489,4,-702
2026-01-17T15:52:10.560373,MSFT,461,4,-702
2026-01-17T15:52:11.570889,AAPL,-450,4,-925
2026-01-17T15:52:11.570889,GOOG,776,4,-925
2026-01-17T15:52:11.570889,TSLA,-1712,4,-925
2026-01-17T15:52:11.570889,MSFT,461,4,-925
2026-01-17T15:52:12.572939,AAPL,-450,4,-506
2026-01-17T15:52:12.572939,GOOG,776,4,-506
2026-01-17T15:52:12.572939,TSLA,-1293,4,-506
2026-01-17T15:52:12.572939,MSFT,461,4,-506
2026-01-17T15:52:13.590220,AAPL,-450,4,-844
2026-01-17T15:52:13.590220,GOOG,438,4,-844
2026-01-17T15:52:13.590220,TSLA,-1293,4,-844
2026-01-17T15:52:13.590220,MSFT,461,4,-844
2026-01-17T15:52:14.590191,AAPL,-450,4,-1339
2026-01-17T15:52:14.590191,GOOG,438,4,-1339
2026-01-17T15:52:14.590191,TSLA,-1293,4,-1339
2026-01-17T15:52:14.590191,MSFT,-34,4,-1339
2026-01-17T15:52:15.603844,AAPL,-450,4,-1311
2026-01-17T15:52:15.603844,GOOG,438,4,-1311
2026-01-17T15:52:15.603844,TSLA,-1265,4,-1311
2026-01-17T15:52:15.603844,MSFT,-34,4,-1311
2026-01-17T15:52:16.590553,AAPL,-450,4,-1412
2026-01-17T15:52:16.590553,GOOG,337,4,-1412
2026-01-17T15:52:16.590553,TSLA,-1265,4,-1412
2026-01-17T15:52:16.590553,MSFT,-34,4,-1412
2026-01-17T15:52:17.590243,AAPL,-450,4,-1296
2026-01-17T15:52:17.590243,GOOG,453,4,-1296
2026-01-17T15:52:17.590243,TSLA,-1265,4,-1296
2026-01-17T15:52:17.590243,MSFT,-34,4,-1296
2026-01-17T15:52:18.593620,AAPL,-814,4,-1660
2026-01-17T15:52:18.593620,GOOG,453,4,-1660
2026-01-17T15:52:18.593620,TSLA,-1265,4,-1660
2026-01-17T15:52:18.593620,MSFT,-34,4,-1660
2026-01-17T15:52:19.589755,AAPL,-1280,4,-2126
2026-01-17T15:52:19.589755,GOOG,453,4,-2126
2026-01-17T15:52:19.589755,TSLA,-1265,4,-2126
2026-01-17T15:52:19.589755,MSFT,-34,4,-2126
2026-01-17T15:52:20.610417,AAPL,-1280,4,-1726
2026-01-17T15:52:20.610417,GOOG,853,4,-1726
2026-01-17T15:52:20.610417,TSLA,-1265,4,-1726
2026-01-17T15:52:20.610417,MSFT,-34,4,-1726
2026-01-17T15:52:21.610480,AAPL,-1280,4,-1948
2026-01-17T15:52:21.610480,GOOG,853,4,-1948
2026-01-17T15:52:21.610480,TSLA,-1265,4,-1948
2026-01-17T15:52:21.610480,MSFT,-256,4,-1948
2026-01-17T15:52:22.630387,AAPL,-1280,4,-2121
2026-01-17T15:52:22.630387,GOOG,853,4,-2121
2026-01-17T15:52:22.630387,TSLA,-1438,4,-2121
2026-01-17T15:52:22.630387,MSFT,-256,4,-2121
2026-01-17T15:52:23.680980,AAPL,-1280,4,-2148
2026-01-17T15:52:23.680980,GOOG,826,4,-2148
2026-01-17T15:52:23.680980,TSLA,-1438,4,-2148
2026-01-17T15:52:23.680980,MSFT,-256,4,-2148
2026-01-17T15:52:24.682924,AAPL,-1500,4,-2368
2026-01-17T15:52:24.682924,GOOG,826,4,-2368
2026-01-17T15:52:24.682924,TSLA,-1438,4,-2368
2026-01-17T15:52:24.682924,MSFT,-256,4,-2368
2026-01-17T15:52:25.713897,AAPL,-1394,4,-2262
2026-01-17T15:52:25.713897,GOOG,826,4,-2262
2026-01-17T15:52:25.713897,TSLA,-1438,4,-2262
2026-01-17T15:52:25.713897,MSFT,-256,4,-2262
2026-01-17T15:52:26.711715,AAPL,-1394,4,-1948
2026-01-17T15:52:26.711715,GOOG,826,4,-1948
2026-01-17T15:52:26.711715,TSLA,-1438,4,-1948
2026-01-17T15:52:26.711715,MSFT,58,4,-1948
2026-01-17T15:52:27.699728,AAPL,-1394,4,-1923
2026-01-17T15:52:27.699728,GOOG,826,4,-1923
2026-01-17T15:52:27.699728,TSLA,-1438,4,-1923
2026-01-17T15:52:27.699728,MSFT,83,4,-1923
2026-01-17T15:52:28.701675,AAPL,-1394,4,-1707
2026-01-17T15:52:28.701675,GOOG,826,4,-1707
2026-01-17T15:52:28.701675,TSLA,-1222,4,-1707
2026-01-17T15:52:28.701675,MSFT,83,4,-1707
2026-01-17T15:52:29.713093,AAPL,-1394,4,-1443
2026-01-17T15:52:29.713093,GOOG,826,4,-1443
2026-01-17T15:52:29.713093,TSLA,-958,4,-1443
2026-01-17T15:52:29.713093,MSFT,83,4,-1443
2026-01-17T15:52:30.724507,AAPL,-1394,4,-1129
2026-01-17T15:52:30.724507,GOOG,826,4,-1129
2026-01-17T15:52:30.724507,TSLA,-644,4,-1129
2026-01-17T15:52:30.724507,MSFT,83,4,-1129
2026-01-17T15:52:31.728069,AAPL,-1499,4,-1234
2026-01-17T15:52:31.728069,GOOG,826,4,-1234
2026-01-17T15:52:31.728069,TSLA,-644,4,-1234
2026-01-17T15:52:31.728069,MSFT,83,4,-1234
2026-01-17T15:52:32.738023,AAPL,-1065,4,-800
2026-01-17T15:52:32.738023,GOOG,826,4,-800
2026-01-17T15:52:32.738023,TSLA,-644,4,-800
2026-01-17T15:52:32.738023,MSFT,83,4,-800
2026-01-17T15:52:33.769088,AAPL,-1065,4,-1193
2026-01-17T15:52:33.769088,GOOG,826,4,-1193
2026-01-17T15:52:33.769088,TSLA,-644,4,-1193
2026-01-17T15:52:33.769088,MSFT,-310,4,-1193
2026-01-17T15:52:34.781610,AAPL,-865,4,-993
2026-01-17T15:52:34.781610,GOOG,826,4,-993
2026-01-17T15:52:34.781610,TSLA,-644,4,-993
2026-01-17T15:52:34.781610,MSFT,-310,4,-993
2026-01-17T15:52:35.804357,AAPL,-664,4,-792
2026-01-17T15:52:35.804357,GOOG,826,4,-792
2026-01-17T15:52:35.804357,TSLA,-644,4,-792
2026-01-17T15:52:35.804357,MSFT,-310,4,-792
2026-01-17T15:52:36.818897,AAPL,-664,4,-1142
2026-01-17T15:52:36.818897,GOOG,826,4,-1142
2026-01-17T15:52:36.818897,TSLA,-644,4,-1142
2026-01-17T15:52:36.818897,MSFT,-660,4,-1142
2026-01-17T15:52:37.819038,AAPL,-664,4,-1166
2026-01-17T15:52:37.819038,GOOG,802,4,-1166
2026-01-17T15:52:37.819038,TSLA,-644,4,-1166
2026-01-17T15:52:37.819038,MSFT,-660,4,-1166
2026-01-17T15:52:38.830408,AAPL,-664,4,-791
2026-01-17T15:52:38.830408,GOOG,802,4,-791
2026-01-17T15:52:38.830408,TSLA,-269,4,-791
2026-01-17T15:52:38.830408,MSFT,-660,4,-791
2026-01-17T15:52:39.841294,AAPL,-664,4,-758
2026-01-17T15:52:39.841294,GOOG,802,4,-758
2026-01-17T15:52:39.841294,TSLA,-269,4,-758
2026-01-17T15:52:39.841294,MSFT,-627,4,-758
2026-01-17T15:52:40.855788,AAPL,-664,4,-262
2026-01-17T15:52:40.855788,GOOG,1298,4,-262
2026-01-17T15:52:40.855788,TSLA,-269,4,-262
2026-01-17T15:52:40.855788,MSFT,-627,4,-262
2026-01-17T15:52:41.866903,AAPL,-755,4,-353
2026-01-17T15:52:41.866903,GOOG,1298,4,-353
2026-01-17T15:52:41.866903,TSLA,-269,4,-353
2026-01-17T15:52:41.866903,MSFT,-627,4,-353
2026-01-17T15:52:42.877166,AAPL,-755,4,113
2026-01-17T15:52:42.877166,GOOG,1764,4,113
2026-01-17T15:52:42.877166,TSLA,-269,4,113
2026-01-17T15:52:42.877166,MSFT,-627,4,113
2026-01-17T15:52:43.874069,AAPL,-1198,4,-330
2026-01-17T15:52:43.874069,GOOG,1764,4,-330
2026-01-17T15:52:43.874069,TSLA,-269,4,-330
2026-01-17T15:52:43.874069,MSFT,-627,4,-330
2026-01-17T15:52:44.880456,AAPL,-1198,4,-228
2026-01-17T15:52:44.880456,GOOG,1866,4,-228
2026-01-17T15:52:44.880456,TSLA,-269,4,-228
2026-01-17T15:52:44.880456,MSFT,-627,4,-228
2026-01-17T15:52:45.885137,AAPL,-1198,4,-162
2026-01-17T15:52:45.885137,GOOG,1932,4,-162
2026-01-17T15:52:45.885137,TSLA,-269,4,-162
2026-01-17T15:52:45.885137,MSFT,-627,4,-162
2026-01-17T15:52:46.910334,AAPL,-1198,4,-2
2026-01-17T15:52:46.910334,GOOG,2092,4,-2
2026-01-17T15:52:46.910334,TSLA,-269,4,-2
2026-01-17T15:52:46.910334,MSFT,-627,4,-2
2026-01-17T15:52:47.924136,AAPL,-1198,4,-34
2026-01-17T15:52:47.924136,GOOG,2092,4,-34
2026-01-17T15:52:47.924136,TSLA,-269,4,-34
2026-01-17T15:52:47.924136,MSFT,-659,4,-34
2026-01-17T15:52:48.927499,AAPL,-1198,4,-315
2026-01-17T15:52:48.927499,GOOG,1811,4,-315
2026-01-17T15:52:48.927499,TSLA,-269,4,-315
2026-01-17T15:52:48.927499,MSFT,-659,4,-315
2026-01-17T15:52:49.928758,AAPL,-1198,4,-37
2026-01-17T15:52:49.928758,GOOG,1811,4,-37
2026-01-17T15:52:49.928758,TSLA,9,4,-37
2026-01-17T15:52:49.928758,MSFT,-659,4,-37
2026-01-17T15:52:50.941341,AAPL,-1198,4,-510
2026-01-17T15:52:50.941341,GOOG,1338,4,-510
2026-01-17T15:52:50.941341,TSLA,9,4,-510
2026-01-17T15:52:50.941341,MSFT,-659,4,-510
2026-01-17T15:52:51.945719,AAPL,-1198,4,-85
2026-01-17T15:52:51.945719,GOOG,1763,4,-85
2026-01-17T15:52:51.945719,TSLA,9,4,-85
2026-01-17T15:52:51.945719,MSFT,-659,4,-85
2026-01-17T15:52:52.931506,AAPL,-1198,4,98
2026-01-17T15:52:52.931506,GOOG,1763,4,98
2026-01-17T15:52:52.931506,TSLA,192,4,98
2026-01-17T15:52:52.931506,MSFT,-659,4,98
2026-01-17T15:52:53.950172,AAPL,-1209,4,87
2026-01-17T15:52:53.950172,GOOG,1763,4,87
2026-01-17T15:52:53.950172,TSLA,192,4,87
2026-01-17T15:52:53.950172,MSFT,-659,4,87
2026-01-17T15:52:54.958984,AAPL,-1209,4,-92
2026-01-17T15:52:54.958984,GOOG,1584,4,-92
2026-01-17T15:52:54.958984,TSLA,192,4,-92
2026-01-17T15:52:54.958984,MSFT,-659,4,-92
2026-01-17T15:52:55.963352,AAPL,-1209,4,144
2026-01-17T15:52:55.963352,GOOG,1820,4,144
2026-01-17T15:52:55.963352,TSLA,192,4,144
2026-01-17T15:52:55.963352,MSFT,-659,4,144
2026-01-17T15:52:56.976048,AAPL,-711,4,642
2026-01-17T15:52:56.976048,GOOG,1820,4,642
2026-01-17T15:52:56.976048,TSLA,192,4,642
2026-01-17T15:52:56.976048,MSFT,-659,4,642
2026-01-17T15:52:57.986404,AAPL,-743,4,610
2026-01-17T15:52:57.986404,GOOG,1820,4,610
2026-01-17T15:52:57.986404,TSLA,192,4,610
2026-01-17T15:52:57.986404,MSFT,-659,4,610
2026-01-17T15:52:58.991684,AAPL,-743,4,289
2026-01-17T15:52:58.991684,GOOG,1499,4,289
2026-01-17T15:52:58.991684,TSLA,192,4,289
2026-01-17T15:52:58.991684,MSFT,-659,4,289
2026-01-17T15:52:59.997386,AAPL,-743,4,598
2026-01-17T15:52:59.997386,GOOG,1499,4,598
2026-01-17T15:52:59.997386,TSLA,501,4,598
2026-01-17T15:52:59.997386,MSFT,-659,4,598
2026-01-17T15:53:00.997610,AAPL,-743,4,377
2026-01-17T15:53:00.997610,GOOG,1499,4,377
2026-01-17T15:53:00.997610,TSLA,280,4,377
2026-01-17T15:53:00.997610,MSFT,-659,4,377
2026-01-17T15:53:02.004227,AAPL,-743,4,482
2026-01-17T15:53:02.004227,GOOG,1604,4,482
2026-01-17T15:53:02.004227,TSLA,280,4,482
2026-01-17T15:53:02.004227,MSFT,-659,4,482
2026-01-17T15:53:03.020733,AAPL,-743,4,826
2026-01-17T15:53:03.020733,GOOG,1948,4,826
2026-01-17T15:53:03.020733,TSLA,280,4,826
2026-01-17T15:53:03.020733,MSFT,-659,4,826
2026-01-17T15:53:04.035427,AAPL,-743,4,767
2026-01-17T15:53:04.035427,GOOG,1948,4,767
2026-01-17T15:53:04.035427,TSLA,280,4,767
2026-01-17T15:53:04.035427,MSFT,-718,4,767
2026-01-17T15:53:05.040280,AAPL,-743,4,344
2026-01-17T15:53:05.040280,GOOG,1948,4,344
2026-01-17T15:53:05.040280,TSLA,-143,4,344
2026-01-17T15:53:05.040280,MSFT,-718,4,344
2026-01-17T15:53:06.117613,AAPL,-743,4,490
2026-01-17T15:53:06.117613,GOOG,1948,4,490
2026-01-17T15:53:06.117613,TSLA,-143,4,490
2026-01-17T15:53:06.117613,MSFT,-572,4,490
2026-01-17T15:53:07.084523,AAPL,-743,4,187
2026-01-17T15:53:07.084523,GOOG,1948,4,187
2026-01-17T15:53:07.084523,TSLA,-446,4,187
2026-01-17T15:53:07.084523,MSFT,-572,4,187
2026-01-17T15:53:08.083528,AAPL,-1104,4,-174
2026-01-17T15:53:08.083528,GOOG,1948,4,-174
2026-01-17T15:53:08.083528,TSLA,-446,4,-174
2026-01-17T15:53:08.083528,MSFT,-572,4,-174
2026-01-17T15:53:09.091406,AAPL,-1104,4,-199
2026-01-17T15:53:09.091406,GOOG,1948,4,-199
2026-01-17T15:53:09.091406,TSLA,-471,4,-199
2026-01-17T15:53:09.091406,MSFT,-572,4,-199
2026-01-17T15:53:10.108722,AAPL,-1104,4,-308
2026-01-17T15:53:10.108722,GOOG,1948,4,-308
2026-01-17T15:53:10.108722,TSLA,-471,4,-308
2026-01-17T15:53:10.108722,MSFT,-681,4,-308
2026-01-17T15:53:11.110327,AAPL,-1104,4,-609
2026-01-17T15:53:11.110327,GOOG,1948,4,-609
2026-01-17T15:53:11.110327,TSLA,-772,4,-609
2026-01-17T15:53:11.110327,MSFT,-681,4,-609
2026-01-17T15:53:12.110489,AAPL,-611,4,-116
2026-01-17T15:53:12.110489,GOOG,1948,4,-116
2026-01-17T15:53:12.110489,TSLA,-772,4,-116
2026-01-17T15:53:12.110489,MSFT,-681,4,-116
2026-01-17T15:53:13.131306,AAPL,-611,4,-254
2026-01-17T15:53:13.131306,GOOG,1948,4,-254
2026-01-17T15:53:13.131306,TSLA,-910,4,-254
2026-01-17T15:53:13.131306,MSFT,-681,4,-254
2026-01-17T15:53:14.136887,AAPL,-611,4,-550
2026-01-17T15:53:14.136887,GOOG,1948,4,-550
2026-01-17T15:53:14.136887,TSLA,-910,4,-550
2026-01-17T15:53:14.136887,MSFT,-977,4,-550
2026-01-17T15:53:15.144852,AAPL,-611,4,-589
2026-01-17T15:53:15.144852,GOOG,1948,4,-589
2026-01-17T15:53:15.144852,TSLA,-910,4,-589
2026-01-17T15:53:15.144852,MSFT,-1016,4,-589
2026-01-17T15:53:16.131379,AAPL,-611,4,-916
2026-01-17T15:53:16.131379,GOOG,1948,4,-916
2026-01-17T15:53:16.131379,TSLA,-910,4,-916
2026-01-17T15:53:16.131379,MSFT,-1343,4,-916
2026-01-17T15:53:17.155952,AAPL,-611,4,-1171
2026-01-17T15:53:17.155952,GOOG,1948,4,-1171
2026-01-17T15:53:17.155952,TSLA,-910,4,-1171
2026-01-17T15:53:17.155952,MSFT,-1598,4,-1171
2026-01-17T15:53:18.179028,AAPL,-611,4,-903
2026-01-17T15:53:18.179028,GOOG,1948,4,-903
2026-01-17T15:53:18.179028,TSLA,-642,4,-903
2026-01-17T15:53:18.179028,MSFT,-1598,4,-903
2026-01-17T15:53:19.183111,AAPL,-611,4,-1308
2026-01-17T15:53:19.183111,GOOG,1543,4,-1308
2026-01-17T15:53:19.183111,TSLA,-642,4,-1308
2026-01-17T15:53:19.183111,MSFT,-1598,4,-1308
2026-01-17T15:53:20.196226,AAPL,-611,4,-1517
2026-01-17T15:53:20.196226,GOOG,1334,4,-1517
2026-01-17T15:53:20.196226,TSLA,-642,4,-1517
2026-01-17T15:53:20.196226,MSFT,-1598,4,-1517
2026-01-17T15:53:21.200251,AAPL,-611,4,-1695
2026-01-17T15:53:21.200251,GOOG,1334,4,-1695
2026-01-17T15:53:21.200251,TSLA,-820,4,-1695
2026-01-17T15:53:21.200251,MSFT,-1598,4,-1695
2026-01-17T15:53:22.201469,AAPL,-235,4,-1319
2026-01-17T15:53:22.201469,GOOG,1334,4,-1319
2026-01-17T15:53:22.201469,TSLA,-820,4,-1319
2026-01-17T15:53:22.201469,MSFT,-1598,4,-1319
2026-01-17T15:53:23.203052,AAPL,-270,4,-1354
2026-01-17T15:53:23.203052,GOOG,1334,4,-1354
2026-01-17T15:53:23.203052,TSLA,-820,4,-1354
2026-01-17T15:53:23.203052,MSFT,-1598,4,-1354
2026-01-17T15:53:24.201365,AAPL,-270,4,-1238
2026-01-17T15:53:24.201365,GOOG,1450,4,-1238
2026-01-17T15:53:24.201365,TSLA,-820,4,-1238
2026-01-17T15:53:24.201365,MSFT,-1598,4,-1238
2026-01-17T15:53:25.210669,AAPL,-270,4,-839
2026-01-17T15:53:25.210669,GOOG,1450,4,-839
2026-01-17T15:53:25.210669,TSLA,-421,4,-839
2026-01-17T15:53:25.210669,MSFT,-1598,4,-839
2026-01-17T15:53:26.209708,AAPL,-270,4,-403
2026-01-17T15:53:26.209708,GOOG,1450,4,-403
2026-01-17T15:53:26.209708,TSLA,-421,4,-403
2026-01-17T15:53:26.209708,MSFT,-1162,4,-403
2026-01-17T15:53:27.214309,AAPL,-270,4,-87
2026-01-17T15:53:27.214309,GOOG,1766,4,-87
2026-01-17T15:53:27.214309,TSLA,-421,4,-87
2026-01-17T15:53:27.214309,MSFT,-1162,4,-87
2026-01-17T15:53:28.232911,AAPL,-270,4,227
2026-01-17T15:53:28.232911,GOOG,2080,4,227
2026-01-17T15:53:28.232911,TSLA,-421,4,227
2026-01-17T15:53:28.232911,MSFT,-1162,4,227
2026-01-17T15:53:29.226060,AAPL,-270,4,115
2026-01-17T15:53:29.226060,GOOG,2080,4,115
2026-01-17T15:53:29.226060,TSLA,-421,4,115
2026-01-17T15:53:29.226060,MSFT,-1274,4,115
2026-01-17T15:53:30.231414,AAPL,-270,4,441
2026-01-17T15:53:30.231414,GOOG,2406,4,441
2026-01-17T15:53:30.231414,TSLA,-421,4,441
2026-01-17T15:53:30.231414,MSFT,-1274,4,441
2026-01-17T15:53:31.235241,AAPL,-293,4,418
2026-01-17T15:53:31.235241,GOOG,2406,4,418
2026-01-17T15:53:31.235241,TSLA,-421,4,418
2026-01-17T15:53:31.235241,MSFT,-1274,4,418
2026-01-17T15:53:32.260458,AAPL,48,4,759
2026-01-17T15:53:32.260458,GOOG,2406,4,759
2026-01-17T15:53:32.260458,TSLA,-421,4,759
2026-01-17T15:53:32.260458,MSFT,-1274,4,759
2026-01-17T15:53:33.253791,AAPL,-149,4,562
2026-01-17T15:53:33.253791,GOOG,2406,4,562
2026-01-17T15:53:33.253791,TSLA,-421,4,562
2026-01-17T15:53:33.253791,MSFT,-1274,4,562
2026-01-17T15:53:34.264602,AAPL,-269,4,442
2026-01-17T15:53:34.264602,GOOG,2406,4,442
2026-01-17T15:53:34.264602,TSLA,-421,4,442
2026-01-17T15:53:34.264602,MSFT,-1274,4,442
2026-01-17T15:53:35.279283,AAPL,-269,4,646
2026-01-17T15:53:35.279283,GOOG,2406,4,646
2026-01-17T15:53:35.279283,TSLA,-217,4,646
2026-01-17T15:53:35.279283,MSFT,-1274,4,646
2026-01-17T15:53:36.297293,AAPL,-269,4,1019
2026-01-17T15:53:36.297293,GOOG,2406,4,1019
2026-01-17T15:53:36.297293,TSLA,156,4,1019
2026-01-17T15:53:36.297293,MSFT,-1274,4,1019
2026-01-17T15:53:37.296581,AAPL,-269,4,551
2026-01-17T15:53:37.296581,GOOG,2406,4,551
2026-01-17T15:53:37.296581,TSLA,156,4,551
2026-01-17T15:53:37.296581,MSFT,-1742,4,551
2026-01-17T15:53:38.305290,AAPL,-269,4,986
2026-01-17T15:53:38.305290,GOOG,2406,4,986
2026-01-17T15:53:38.305290,TSLA,591,4,986
2026-01-17T15:53:38.305290,MSFT,-1742,4,986
2026-01-17T15:53:39.314960,AAPL,-269,4,1429
2026-01-17T15:53:39.314960,GOOG,2406,4,1429
2026-01-17T15:53:39.314960,TSLA,1034,4,1429
2026-01-17T15:53:39.314960,MSFT,-1742,4,1429
2026-01-17T15:53:40.320631,AAPL,-269,4,1673
2026-01-17T15:53:40.320631,GOOG,2650,4,1673
2026-01-17T15:53:40.320631,TSLA,1034,4,1673
2026-01-17T15:53:40.320631,MSFT,-1742,4,1673
2026-01-17T15:53:41.333067,AAPL,-269,4,1227
2026-01-17T15:53:41.333067,GOOG,2650,4,1227
2026-01-17T15:53:41.333067,TSLA,588,4,1227
2026-01-17T15:53:41.333067,MSFT,-1742,4,1227
2026-01-17T15:53:42.330776,AAPL,-269,4,1204
2026-01-17T15:53:42.330776,GOOG,2627,4,1204
2026-01-17T15:53:42.330776,TSLA,588,4,1204
2026-01-17T15:53:42.330776,MSFT,-1742,4,1204
2026-01-17T15:53:43.340336,AAPL,-269,4,1081
2026-01-17T15:53:43.340336,GOOG,2627,4,1081
2026-01-17T15:53:43.340336,TSLA,465,4,1081
2026-01-17T15:53:43.340336,MSFT,-1742,4,1081
2026-01-17T15:53:44.340625,AAPL,-269,4,1377
2026-01-17T15:53:44.340625,GOOG,2627,4,1377
2026-01-17T15:53:44.340625,TSLA,465,4,1377
2026-01-17T15:53:44.340625,MSFT,-1446,4,1377
2026-01-17T15:53:45.350250,AAPL,-269,4,1018
2026-01-17T15:53:45.350250,GOOG,2627,4,1018
2026-01-17T15:53:45.350250,TSLA,106,4,1018
2026-01-17T15:53:45.350250,MSFT,-1446,4,1018
2026-01-17T15:53:46.352852,AAPL,-753,4,534
2026-01-17T15:53:46.352852,GOOG,2627,4,534
2026-01-17T15:53:46.352852,TSLA,106,4,534
2026-01-17T15:53:46.352852,MSFT,-1446,4,534
2026-01-17T15:53:47.353437,AAPL,-753,4,379
2026-01-17T15:53:47.353437,GOOG,2472,4,379
2026-01-17T15:53:47.353437,TSLA,106,4,379
2026-01-17T15:53:47.353437,MSFT,-1446,4,379
2026-01-17T15:53:48.360482,AAPL,-1112,4,20
2026-01-17T15:53:48.360482,GOOG,2472,4,20
2026-01-17T15:53:48.360482,TSLA,106,4,20
2026-01-17T15:53:48.360482,MSFT,-1446,4,20
2026-01-17T15:53:49.380509,AAPL,-1112,4,396
2026-01-17T15:53:49.380509,GOOG,2472,4,396
2026-01-17T15:53:49.380509,TSLA,482,4,396
2026-01-17T15:53:49.380509,MSFT,-1446,4,396
2026-01-17T15:53:50.383403,AAPL,-726,4,782
2026-01-17T15:53:50.383403,GOOG,2472,4,782
2026-01-17T15:53:50.383403,TSLA,482,4,782
2026-01-17T15:53:50.383403,MSFT,-1446,4,782
2026-01-17T15:53:51.392692,AAPL,-726,4,580
2026-01-17T15:53:51.392692,GOOG,2270,4,580
2026-01-17T15:53:51.392692,TSLA,482,4,580
2026-01-17T15:53:51.392692,MSFT,-1446,4,580
2026-01-17T15:53:52.420646,AAPL,-726,4,1049
2026-01-17T15:53:52.420646,GOOG,2270,4,1049
2026-01-17T15:53:52.420646,TSLA,951,4,1049
2026-01-17T15:53:52.420646,MSFT,-1446,4,1049
2026-01-17T15:53:53.430421,AAPL,-726,4,1125
2026-01-17T15:53:53.430421,GOOG,2270,4,1125
2026-01-17T15:53:53.430421,TSLA,1027,4,1125
2026-01-17T15:53:53.430421,MSFT,-1446,4,1125
2026-01-17T15:53:54.444662,AAPL,-726,4,977
2026-01-17T15:53:54.444662,GOOG,2122,4,977
2026-01-17T15:53:54.444662,TSLA,1027,4,977
2026-01-17T15:53:54.444662,MSFT,-1446,4,977
2026-01-17T15:53:55.440793,AAPL,-821,4,882
2026-01-17T15:53:55.440793,GOOG,2122,4,882
2026-01-17T15:53:55.440793,TSLA,1027,4,882
2026-01-17T15:53:55.440793,MSFT,-1446,4,882
2026-01-17T15:53:56.463951,AAPL,-821,4,1358
2026-01-17T15:53:56.463951,GOOG,2122,4,1358
2026-01-17T15:53:56.463951,TSLA,1027,4,1358
2026-01-17T15:53:56.463951,MSFT,-970,4,1358
2026-01-17T15:53:57.463930,AAPL,-821,4,1579
2026-01-17T15:53:57.463930,GOOG,2122,4,1579
2026-01-17T15:53:57.463930,TSLA,1248,4,1579
2026-01-17T15:53:57.463930,MSFT,-970,4,1579
2026-01-17T15:53:58.462846,AAPL,-821,4,1641
2026-01-17T15:53:58.462846,GOOG,2122,4,1641
2026-01-17T15:53:58.462846,TSLA,1310,4,1641
2026-01-17T15:53:58.462846,MSFT,-970,4,1641
2026-01-17T15:53:59.477976,AAPL,-821,4,1946
2026-01-17T15:53:59.477976,GOOG,2122,4,1946
2026-01-17T15:53:59.477976,TSLA,1310,4,1946
2026-01-17T15:53:59.477976,MSFT,-665,4,1946
2026-01-17T15:54:00.485282,AAPL,-461,4,2306
